"","caseid","weight_full","mode","voted2012","regist2016","primary2016","intendvote","ideology","pid_strength","born_again","fundamentalist","race","female","income","hannity","minutes60","cooper","matthews","press","conan","bigbang","modernfamily","rush","npr","voted2016","votechoice2016","demprescandft","gopprescandft","libprescandft","greenprescandft","demhousecandft","gophousecandft","indhousecandft","demsencandft","gopsencandft","indsencandft","srsenft","jrsenft","nonrunsenft","demvpcandft","gopvpcandft","robertsft","popeft","christianfundft","femft","liberalsft","laborunionsft","poorft","bigbusinessft","conservativesft","sctft","gaysft","congressft","richft","muslimsft","christiansft","jewsft","teapartyft","policeft","transft","scientistsft","blmft","taxmill","vaccincesinschool","vaccines","govtreduceeq","reqequal","howequal","foreignim","immigsupport","freetradeag","marijuana","asiansft","hispanicsft","blacksft","illegalsft","whitesft","location","educ","gop","dem","employed","cath_attend","prot_attend","jew_attend","cath_nonatt","prot_nonatt","jew_nonatt","obama12","romney12","yesvote2016","trump16","clinton16"
"2376",403016,0.61830002,2,0,0,0,NA,NA,4,0,0,2,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,85,0,30,30,30,30,NA,30,40,NA,NA,NA,30,40,30,15,30,40,0,0,30,60,40,0,50,0,0,0,30,100,40,0,60,0,50,15,0,0,NA,0,0,NA,NA,4,0,0,70,51,51,50,50,"OH",3,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"2377",403017,0,2,1,1,1,1,4,3,1,0,1,0,5,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI",4,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"2378",403018,0,2,1,1,1,NA,2,2,0,0,1,0,NA,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"2379",403021,0,2,1,1,1,1,6,7,1,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL",3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"2380",403023,0.89609998,2,1,1,0,1,4,4,1,0,5,0,5,1,1,1,1,1,1,0,0,0,1,4,1,50,0,0,0,85,0,NA,NA,NA,NA,55,15,NA,50,50,50,85,10,50,50,50,50,30,50,85,50,15,50,50,50,50,0,70,50,100,50,1,1,2,1,1,1,1,4,1,1,50,50,50,50,50,"TX",5,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"2381",403025,1.4361,2,1,1,0,0,3,2,0,0,5,1,5,0,0,0,0,0,0,0,0,NA,NA,4,1,0,30,50,0,50,50,NA,0,NA,50,NA,NA,50,50,50,50,100,30,50,50,100,60,50,50,15,85,0,50,50,30,50,0,85,100,100,100,-1,-1,2,-1,1,2,NA,4,0,-1,50,85,85,100,50,"CA",4,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"2382",403027,0,2,0,1,0,0,NA,6,0,0,1,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY",3,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0
"2383",403030,0.72130001,2,0,0,0,NA,2,3,0,0,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,82,32,66,85,75,99,65,25,77,87,75,51,85,82,77,16,69,85,82,71,1,1,1,1,1,1,NA,3,1,1,89,84,76,82,74,"NY",5,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"2384",403032,4.1545,2,0,0,0,NA,6,7,1,0,5,0,6,0,1,1,1,1,0,0,0,0,0,4,2,1,97,51,97,2,69,NA,0,97,NA,NA,NA,51,70,98,51,1,97,18,32,52,99,62,69,32,42,15,87,41,97,98,38,2,40,86,99,-1,0,NA,-1,1,2,1,4,-1,1,69,50,72,18,85,"NV",1,1,0,1,0,0,0,0,0,0,NA,NA,1,1,0
"2385",403033,1.5423,2,1,1,0,0,4,5,0,0,1,1,6,0,0,0,0,0,0,0,1,0,0,4,2,2,72,7,6,71,71,NA,6,63,NA,NA,NA,51,4,90,86,96,31,42,10,42,71,61,71,51,70,71,51,62,79,61,71,96,71,71,17,0,1,1,-1,1,1,NA,1,0,0,80,80,80,0,85,"NY",3,0,0,1,1,0,0,0,0,0,0,1,1,1,0
"2386",403034,0.81529999,2,0,1,0,0,2,4,0,0,5,1,4,0,1,0,0,1,0,0,0,0,0,2,NA,85,0,50,50,50,50,NA,50,60,NA,NA,NA,50,50,50,70,85,50,60,50,70,85,50,85,60,50,50,50,50,70,70,50,50,50,70,50,1,1,1,1,1,1,-1,4,0,1,70,50,50,50,50,"FL",3,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"2387",403035,1.5112,2,1,1,1,1,2,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,1,4,1,85,0,30,30,70,0,NA,85,30,NA,NA,NA,85,100,40,30,100,30,85,85,85,70,40,15,40,85,0,50,60,85,85,15,40,60,70,60,1,1,1,1,1,1,NA,4,1,-1,70,60,70,40,70,"PA",2,0,1,1,0,1,0,0,0,0,1,0,1,0,1
"2388",403036,2.8457,2,1,1,1,1,3,1,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,4,1,71,55,NA,NA,72,NA,NA,60,46,NA,NA,NA,84,NA,40,51,99,50,66,84,80,71,60,16,40,84,41,41,51,60,50,40,87,70,71,51,1,1,2,1,1,2,1,3,-1,1,78,62,60,41,86,"MO",2,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2389",403041,0.44780001,2,1,1,0,1,2,1,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,4,1,85,0,10,0,85,0,NA,85,0,NA,NA,NA,10,NA,10,10,85,10,75,85,50,85,10,10,50,75,75,50,50,50,95,0,50,75,90,95,1,1,1,1,1,1,-1,3,1,1,82,81,83,45,70,"NY",4,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2390",403042,1.2252001,2,0,1,1,1,4,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,1,40,15,30,30,30,30,NA,30,NA,30,NA,NA,30,30,30,30,30,85,40,60,60,70,70,85,70,85,50,60,60,85,85,70,60,70,85,85,-1,0,NA,-1,-1,2,NA,3,-1,0,50,50,50,50,50,"CA",2,0,1,0,1,0,0,0,0,0,NA,NA,1,0,1
"2391",403053,1.0367,2,1,1,0,1,3,1,0,0,1,0,4,0,0,0,0,0,0,0,1,NA,NA,4,2,30,30,15,15,50,50,NA,NA,NA,NA,40,NA,NA,30,40,50,85,70,100,100,70,100,40,60,70,100,0,50,100,100,100,50,60,100,100,85,1,1,1,1,1,2,NA,3,0,1,100,100,100,70,100,"VA",3,0,1,1,0,0,0,0,0,0,1,0,1,1,0
"2392",403057,0.61309999,2,1,1,0,1,3,4,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,4,2,0,60,50,50,50,NA,NA,70,50,NA,NA,NA,70,15,70,53,87,50,60,85,40,60,40,60,60,60,0,50,60,60,60,50,70,60,60,40,1,1,1,-1,1,1,1,3,-1,1,85,40,60,40,70,"NY",3,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2393",403059,0.91189998,2,1,1,0,1,NA,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,4,1,39,1,31,42,51,41,NA,70,16,NA,NA,NA,72,50,39,41,70,31,61,59,70,41,17,61,25,52,20,29,50,69,69,29,84,51,83,33,1,1,1,-1,1,1,-1,3,1,-1,31,61,60,16,61,"WI",5,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2394",403060,0.4612,2,0,0,1,1,3,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,4,1,40,31,40,40,50,50,NA,50,50,NA,NA,NA,50,60,15,50,100,15,60,40,60,70,15,30,60,100,15,40,70,15,50,0,85,85,100,15,1,1,1,1,1,1,NA,4,1,1,100,85,70,50,60,"NC",4,0,0,1,0,0,0,0,0,0,NA,NA,1,0,1
"2395",403064,0.43180001,2,1,1,0,1,4,6,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,4,3,51,50,59,70,NA,71,NA,31,61,NA,NA,NA,100,51,51,59,100,51,47,51,100,69,62,51,86,51,68,39,52,100,50,62,86,50,77,50,1,1,1,1,1,1,NA,1,0,0,47,25,48,32,49,"IL",3,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"2396",403071,1.5614001,2,1,1,1,1,2,1,1,0,1,1,5,0,1,1,1,1,1,1,1,0,0,4,1,100,0,50,50,50,50,NA,85,0,NA,NA,NA,50,85,0,50,85,0,85,85,100,85,0,15,0,85,0,0,85,40,85,0,100,85,100,40,-1,1,1,1,1,1,NA,3,-1,-1,85,85,85,85,85,"NC",5,0,1,0,0,0,0,0,1,0,1,0,1,0,1
"2397",403076,1.8467,2,0,0,0,NA,4,2,1,0,6,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,70,0,79,66,63,43,NA,7,57,NA,NA,NA,61,44,30,59,39,47,99,82,52,84,70,62,79,50,66,39,74,94,86,67,86,50,86,100,1,0,NA,1,1,1,1,3,0,-1,91,76,95,46,50,"AZ",3,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0
"2398",403078,0.41280001,2,1,1,0,1,5,7,0,0,1,1,4,0,0,1,0,0,0,1,1,0,1,4,2,0,85,51,51,49,69,NA,NA,NA,NA,50,37,NA,50,85,51,72,16,50,59,42,84,59,84,61,71,50,52,71,60,60,52,84,59,97,40,1,1,1,-1,1,1,1,1,0,0,85,82,71,12,84,"TX",4,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"2399",403083,0.63709998,2,1,1,0,1,5,7,0,0,1,0,4,0,0,0,0,0,0,0,0,NA,NA,1,NA,30,70,50,60,NA,50,NA,NA,NA,NA,50,60,NA,40,60,40,70,50,70,50,70,60,85,80,60,80,50,60,60,100,50,50,85,50,75,15,-1,1,2,0,1,3,NA,3,1,-1,70,60,60,50,85,"TX",3,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"2400",403088,0,2,1,1,0,1,4,3,0,0,1,0,5,0,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2401",403090,1.0788,2,1,1,1,1,NA,1,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,4,1,85,1,40,70,84,60,NA,NA,NA,NA,NA,85,NA,70,50,60,59,40,85,85,70,70,50,30,50,85,50,50,60,70,60,50,70,85,40,85,1,1,2,0,0,NA,NA,2,0,1,90,85,90,75,60,"NJ",1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
"2402",403093,0.99949998,2,1,1,1,1,2,1,0,0,1,0,6,0,0,0,1,1,0,1,1,0,1,4,1,86,5,1,19,60,16,NA,NA,NA,NA,15,0,NA,70,2,15,50,15,83,90,50,85,86,40,40,99,8,85,51,35,95,2,73,94,100,40,1,1,1,1,1,1,NA,4,1,1,85,85,85,70,85,"TX",4,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"2403",403097,0.72670001,2,1,1,0,1,NA,1,1,0,2,0,NA,0,0,0,0,0,0,0,0,NA,NA,4,1,NA,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,40,85,70,85,100,100,70,85,70,70,100,85,60,85,100,100,100,70,85,100,100,0,0,NA,-1,1,1,-1,1,0,0,100,100,100,100,100,"MD",1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
"2404",403098,0.6182,2,1,1,1,1,5,6,1,0,1,0,4,0,1,1,0,0,0,1,0,NA,NA,4,2,50,70,50,50,70,70,NA,NA,NA,NA,70,NA,NA,72,70,70,85,40,50,40,70,50,40,50,40,40,40,50,40,60,70,40,70,40,50,40,0,1,1,0,1,1,NA,3,-1,-1,50,40,50,15,60,"VA",3,1,0,1,0,1,0,0,0,0,1,0,1,1,0
"2405",403100,1.5801001,2,0,0,0,1,NA,3,0,0,1,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,54,29,49,84,51,51,NA,50,51,NA,NA,NA,49,50,50,50,70,70,15,50,50,50,40,50,70,50,50,50,50,85,50,50,70,50,100,50,0,1,2,1,1,1,NA,3,0,1,50,50,50,30,60,"PA",2,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"2406",403101,1.5584,2,0,0,0,1,NA,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,15,15,86,100,58,4,NA,NA,NA,NA,64,50,NA,39,17,33,27,50,4,15,49,93,1,85,16,100,13,3,33,50,78,37,73,80,39,0,1,0,NA,1,1,1,NA,3,1,1,72,71,85,21,82,"ME",2,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"2407",403105,0.84619999,2,1,1,1,1,2,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,4,1,70,0,60,30,70,40,NA,85,NA,30,NA,NA,70,60,30,50,100,15,85,85,70,70,70,30,70,85,50,85,70,85,85,0,70,85,100,70,1,1,3,1,1,1,-1,3,1,1,85,85,85,85,85,"CA",5,0,1,1,0,0,0,0,0,1,1,0,1,0,1
"2408",403108,0.55989999,2,1,1,1,1,NA,1,0,0,2,1,1,0,0,0,0,0,0,0,0,NA,NA,4,1,100,0,70,0,60,96,NA,100,98,NA,NA,NA,100,60,5,82,60,100,100,NA,100,100,100,40,70,100,60,70,100,100,0,60,40,100,100,100,1,1,1,1,1,1,NA,2,0,1,50,70,50,50,53,"OH",1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"2409",403111,0.85500002,2,1,1,1,1,3,1,1,0,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,85,3,41,48,71,42,NA,39,NA,46,NA,NA,78,66,40,87,39,51,95,50,84,94,58,50,70,97,25,49,48,65,68,58,74,85,95,45,-1,1,1,1,1,3,1,3,-1,1,85,99,88,88,83,"CA",1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
"2410",403113,0.86269999,2,1,1,1,NA,5,6,0,0,1,1,5,0,1,1,0,1,0,1,1,1,0,NA,NA,30,5,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,75,45,80,40,50,60,30,40,65,50,40,60,30,75,50,40,100,40,100,15,1,1,1,0,0,NA,NA,2,0,1,100,100,100,0,100,"LA",3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"2411",403114,0,2,0,0,0,1,4,6,1,0,1,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI",3,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"2412",403115,1.4022,2,1,1,0,1,5,6,1,0,1,1,4,0,0,0,0,0,0,0,0,NA,NA,4,3,16,61,78,50,NA,51,NA,51,61,NA,NA,NA,60,50,60,51,49,41,39,50,50,51,40,67,60,50,39,60,35,84,68,60,71,41,51,59,1,-1,2,0,1,1,1,3,0,1,50,50,54,60,60,"OH",3,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"2413",403120,0.74440002,2,1,1,1,1,5,5,1,0,1,1,5,1,0,1,0,0,0,1,1,0,1,4,4,15,30,60,70,70,15,NA,70,85,NA,NA,NA,60,60,60,71,85,70,60,40,50,85,30,70,60,85,60,70,70,85,100,40,85,70,85,70,1,1,1,1,1,1,1,3,1,0,100,60,70,50,71,"AZ",5,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"2414",403121,2.5919001,2,1,1,1,0,4,2,0,0,1,1,4,0,0,0,0,0,0,1,0,NA,NA,3,NA,32,32,50,51,50,41,NA,50,52,NA,NA,NA,51,51,31,58,60,80,50,52,71,82,85,49,78,89,82,70,41,91,82,52,84,86,63,73,1,1,1,1,1,1,NA,3,0,1,49,51,50,29,52,"IL",2,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"2415",403122,1.3921,2,0,1,0,1,5,5,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,2,24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,58,NA,NA,77,50,75,58,67,64,56,77,78,65,NA,89,57,75,65,0,0,NA,0,1,2,-1,3,0,-1,65,65,68,50,65,"FL",3,0,0,1,0,1,0,0,0,0,NA,NA,1,1,0
"2416",403123,1.4863,2,0,1,1,1,3,1,0,0,1,1,4,0,0,0,0,0,0,0,0,NA,NA,4,1,100,30,50,50,60,40,NA,NA,NA,NA,50,50,NA,70,40,50,70,30,70,70,85,70,40,40,60,85,40,50,85,85,85,15,85,85,50,85,1,1,1,1,1,1,NA,4,0,0,85,85,85,70,85,"TN",3,0,1,0,0,0,0,0,0,0,NA,NA,1,0,1
"2417",403125,0.7938,2,1,1,1,1,6,7,1,0,1,1,4,0,0,0,0,0,0,1,1,NA,NA,4,2,15,70,50,50,50,85,NA,60,NA,50,NA,NA,30,50,100,60,70,85,40,40,60,70,50,60,40,40,40,50,40,100,60,40,85,40,60,40,1,1,2,1,1,1,NA,3,1,0,70,70,70,15,70,"CA",2,1,0,0,0,1,0,0,0,0,0,1,1,1,0
"2418",403128,2.6870999,2,0,1,0,NA,NA,6,0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,NA,NA,19,61,31,50,50,49,NA,NA,NA,NA,50,NA,NA,51,68,50,52,3,6,77,50,17,51,38,53,52,59,60,40,23,51,52,98,51,94,6,1,-1,3,1,1,1,-1,3,1,0,75,70,59,16,78,"VA",2,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"2419",403129,1.8529,2,0,1,0,1,2,1,1,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50,4,50,52,50,50,NA,50,50,NA,NA,NA,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,100,100,50,50,0,0,50,100,-1,-1,2,-1,-1,2,1,3,-1,0,50,50,50,30,50,"MO",1,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0
"2420",403135,0.75080001,2,1,1,1,1,4,2,0,0,2,1,4,0,0,0,1,0,0,0,0,NA,NA,4,1,61,3,10,6,65,57,NA,55,35,NA,NA,NA,68,5,2,29,63,17,31,66,64,62,46,39,65,62,55,60,63,50,62,31,84,64,80,100,1,0,NA,1,1,1,1,3,-1,1,70,66,84,35,45,"OH",3,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"2421",403136,0.3251,2,1,1,0,1,3,4,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,1,65,10,70,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,70,90,30,90,50,70,65,40,50,70,85,30,50,70,70,70,10,70,80,90,70,1,1,2,-1,1,1,NA,4,1,1,85,85,85,85,85,"LA",3,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"2422",403138,0.796,2,0,0,0,NA,4,4,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,50,36,56,13,NA,50,51,NA,NA,NA,57,50,54,53,84,20,16,50,74,96,NA,3,49,85,67,50,62,60,39,70,99,84,99,1,0,1,1,0,0,NA,1,1,1,1,45,57,59,37,38,"NY",5,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"2423",403143,0.59799999,2,1,1,1,1,4,1,0,0,1,0,5,0,1,1,1,1,0,1,0,0,0,4,1,80,0,50,50,85,15,NA,85,15,NA,NA,NA,40,70,15,40,50,0,60,70,60,70,50,40,60,60,30,50,50,60,50,0,50,60,80,60,1,1,1,1,1,1,-1,4,0,1,80,80,80,40,80,"NV",4,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"2424",403145,0.4815,2,1,1,1,1,6,7,0,0,1,1,4,0,1,1,0,0,0,0,1,0,0,4,3,31,2,60,51,50,71,NA,30,88,NA,NA,NA,30,40,61,50,100,59,40,30,12,96,60,84,58,57,51,79,76,98,85,51,86,41,95,41,0,1,1,1,0,NA,1,3,0,-1,92,94,88,24,99,"FL",4,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"2425",403148,0,2,1,1,0,1,NA,7,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2426",403152,0.3768,2,1,1,1,1,6,6,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,2,7,71,1,1,2,60,NA,0,85,NA,NA,NA,58,1,84,51,85,51,52,56,58,70,57,76,29,40,50,31,1,87,54,61,82,30,53,16,1,1,2,0,1,2,NA,2,0,-1,41,41,33,33,70,"OH",3,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"2427",403154,0.82169998,2,1,1,1,1,2,1,0,0,1,0,5,0,0,1,1,0,0,0,0,0,1,4,1,62,15,60,15,70,15,NA,85,40,NA,NA,NA,86,49,40,59,71,16,60,70,70,84,40,40,60,84,15,70,75,75,75,30,69,51,97,50,1,1,2,1,1,1,NA,3,1,1,95,95,95,95,95,"PA",3,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2428",403155,0.3856,2,1,1,1,1,5,2,0,0,1,1,3,0,1,0,0,0,0,0,0,NA,NA,4,2,11,100,27,26,25,11,NA,58,1,NA,NA,NA,30,37,57,12,23,99,100,69,99,91,99,52,77,99,55,91,45,100,100,89,81,100,98,99,1,1,1,0,0,NA,-1,1,-1,1,71,1,100,1,99,"MO",4,0,1,1,0,0,0,0,0,0,1,0,1,1,0
"2429",403159,0.38280001,2,1,1,1,1,4,4,0,0,1,1,NA,0,1,0,0,1,0,0,0,NA,NA,4,NA,30,0,NA,50,NA,0,NA,NA,NA,NA,0,0,NA,60,0,50,70,0,85,60,70,60,15,30,70,85,15,50,70,50,85,0,70,60,70,40,1,1,2,1,1,1,-1,4,1,1,70,70,70,40,71,"TX",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2430",403160,0.67250001,2,1,1,1,1,5,6,1,0,1,0,4,1,0,0,0,0,0,0,0,1,0,4,2,15,100,20,75,60,60,NA,25,50,NA,NA,NA,10,5,100,50,90,80,0,0,60,80,40,70,70,80,40,80,50,90,80,40,90,20,65,0,1,1,1,0,0,NA,NA,3,1,1,90,90,90,15,90,"CT",4,1,0,1,1,0,0,0,0,0,1,0,1,1,0
"2431",403164,1.5599,2,1,1,1,1,NA,2,1,0,1,1,4,0,0,0,0,0,0,1,0,NA,NA,4,1,70,40,50,NA,NA,70,NA,60,40,NA,NA,NA,40,50,50,NA,85,100,100,70,50,100,50,50,60,50,50,50,60,100,100,NA,85,50,70,NA,1,1,3,1,1,1,1,3,0,-1,85,85,85,50,85,"KY",2,0,1,0,0,1,0,0,0,0,1,0,1,0,1
"2432",403166,0.82160002,2,1,1,0,1,5,5,0,0,1,0,5,0,0,0,0,0,0,1,0,NA,NA,4,2,31,72,50,NA,61,50,NA,51,92,NA,NA,NA,NA,NA,41,NA,98,0,3,50,85,50,15,50,50,50,15,50,50,85,50,50,100,50,50,50,1,1,1,1,1,1,1,3,0,1,50,50,50,0,50,"FL",5,0,0,1,0,0,0,0,1,0,0,1,1,1,0
"2433",403170,1.3878,2,1,1,1,1,NA,1,1,0,2,1,2,0,1,1,0,1,0,0,0,0,0,4,1,100,50,70,60,50,70,NA,NA,NA,NA,50,50,NA,70,70,50,100,70,85,60,70,100,70,85,50,50,40,60,50,100,70,50,60,50,85,50,0,0,NA,0,1,1,1,4,1,0,60,60,70,60,40,"MS",3,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2434",403172,0.7802,2,1,1,0,1,2,1,0,0,1,1,5,0,0,0,0,0,0,0,0,NA,NA,4,1,100,0,50,85,NA,0,NA,NA,NA,NA,100,NA,NA,60,0,50,70,0,60,70,70,85,0,15,85,100,60,30,15,85,100,15,40,100,85,40,1,0,NA,1,1,1,1,3,1,1,15,50,40,30,60,"MI",4,0,1,0,0,0,0,0,0,1,1,0,1,0,1
"2435",403173,0.412,2,1,1,0,1,NA,3,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,60,30,50,50,85,50,NA,NA,NA,NA,50,50,NA,50,50,50,100,50,50,50,50,70,70,50,85,50,70,50,85,100,85,50,100,50,70,100,1,1,1,0,1,1,1,3,1,1,60,60,85,40,85,"MI",3,0,0,1,0,0,0,1,0,0,1,0,1,0,1
"2436",403174,1.323,2,1,1,0,1,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0,NA,NA,4,NA,15,30,80,85,60,50,NA,85,75,NA,NA,NA,50,50,50,80,100,90,15,60,80,60,70,75,55,90,55,40,90,90,90,80,99,40,85,0,1,1,1,1,1,1,-1,4,1,1,60,60,60,40,60,"SD",4,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"2437",403175,1.3242,2,0,0,0,NA,NA,2,0,0,3,1,2,0,0,0,0,0,0,0,0,NA,NA,4,1,70,0,50,50,50,85,NA,70,NA,70,NA,NA,60,70,0,60,85,60,50,50,60,100,50,0,70,50,70,50,50,100,50,50,100,50,0,70,0,0,NA,1,1,1,NA,3,0,1,70,70,70,70,50,"CA",3,0,1,1,0,0,0,0,0,0,NA,NA,1,0,1
"2438",403176,0.99949998,2,1,1,1,1,6,5,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,4,2,0,60,50,50,NA,70,15,NA,NA,NA,NA,NA,NA,10,85,70,70,70,20,20,25,90,75,95,60,35,10,85,35,95,85,85,90,25,90,0,-1,1,2,-1,0,NA,-1,3,1,-1,85,85,85,45,85,"LA",4,0,0,1,1,0,0,0,0,0,NA,NA,1,1,0
